"MAT_NOVA_MATRICULA","ALU_ANO_INGRESSO","ALU_PERIODO_INGRESSO","Álgebra Linear I","Álgebra Vetorial e Geometria Analítica","Cálculo Diferencial e Integral I","Cálculo Diferencial e Integral II","Engenharia de Software I","Estrutura de Dados e Algoritmos","Fundamentos de Física Clássica","Fundamentos de Física Moderna","Gerência da Informação","Introdução à Computação","Lab. de Estrutura de Dados e Algoritmos","Lab. de Org. e Arquitetura de Computadores","Laboratório de Programação I","Laboratório de Programação II","Leitura e Produção de Textos","Lógica Matemática","Matemática Discreta","Métodos Estatisticos","Org. e Arquitetura de Computadores I","Paradigmas de Ling. de Programação","Probabilidade e Estatistica","Programação I","Programação II","Sistemas de Informação I","Teoria da Computação","Teoria dos Grafos"
"32d390c9b60d90ddf8b7df535326c22a",2013,2,7,7,6.6,6.4,8.7,5,5,7.1,7.7,NA,5.9,NA,8.1,8.4,NA,7.5,6.4,7.4,NA,9,7.7,8.1,8,8.6,7,7.7
"332a9c8fc9f5e8431c82bf22faaae8cd",2005,1,NA,8.7,8.7,NA,8.7,8.9,7.8,9,8.9,8.7,9.7,9,8.7,9.7,9,10,8.1,6.1,8.1,8.4,7,7.3,8.9,9.3,9.1,9
"335c4c3ae952cf035959f41b19b2ee7f",2007,2,7.7,7,7.7,NA,7.8,5.7,7.7,9.3,8.4,7.6,8.5,7.3,5.4,9.6,9,7,5,7.3,10,6.2,8.7,5,8.5,9.2,7.7,5.3
"33891345f0947dda1260f8a8abfaeecd",2009,1,7,8.4,7,5.7,7.9,5.4,6.6,8.8,7.8,7.3,7.6,8.6,7.1,7.6,7.1,5.9,5.2,8.4,5.4,7.6,7.4,5.7,6.4,7.9,7.4,5.1
"33add553cc41c218f1c121e05ca39e6f",2003,2,NA,7,7,NA,7.1,7.1,NA,5.4,8.8,8.6,7,8.8,8.3,8.1,7.6,7.5,6.8,8.3,9.2,7.6,5.8,7,7.9,8.7,6.3,7
"33c5d34894241942a75e2df8f7ce19ce",2000,2,NA,9.2,6.1,NA,7,5,7.9,7.1,7.6,5.2,7.8,8.8,8.4,8.8,7.5,7.4,8.8,7.6,5.3,6.6,NA,7.8,8.4,6.1,5.5,7
"34055ec8b4814259698844b5bdb496c1",2013,1,8.7,9.2,9.9,8,7.7,8.4,7.5,9.3,7.6,8.8,7.9,7,10,9.3,8,9.6,9.9,8.1,7.4,8.3,9.3,10,9.5,6.8,9,10
"34e1fabc18c28c3c98a27236501f21de",2003,2,5,5,7,7,7.8,5,7,7.9,8.4,NA,5.9,7,NA,7.7,NA,5,7.4,5.2,5,5,5.3,NA,7.6,5.8,5.1,5.7
"35012b18754806db1654c3fc2712163f",2013,1,NA,1.5,3.6,NA,NA,0.3,NA,NA,NA,5.8,NA,NA,5,6.1,7,NA,4.7,NA,NA,NA,NA,5,7,NA,NA,7.5
"359e34710e59bb70dcc14b16d918529a",2001,1,NA,7,7,NA,7.9,7,8.7,5.2,6.3,8.6,7.1,7,8.6,9,8.1,7.3,8.1,7.6,8.4,7.8,5.2,7.1,9.1,7.5,7,7.4
"35a72a72555aa888624180fdc27a722c",2007,1,5.1,5.8,5,NA,7,7,5,8.1,8.3,8.3,7.1,8.2,5.8,8.2,7.6,7,5.4,6.2,7.6,7.2,7,5.2,9.1,7.7,5,5.6
"35c426851396adf9bda1be75576f00f1",2002,1,NA,8.6,8.3,NA,8.2,5.3,7.3,7.6,8.5,7.7,7.1,8.8,9.2,9.2,8.1,6.3,7.1,7,7,7.8,5.7,8.5,7.1,9,5.6,8.2
"35cdd531754eac60a458464e0e919e4d",2002,1,NA,8.2,7,NA,5.6,7,7.5,5.5,6.1,7.8,7,NA,9.7,9.1,7.6,7.1,7,NA,NA,6.6,6.9,8.3,8.4,7,6.1,7.9
"35f51fedfd9046fa5d8dbf64c885d574",2014,1,7.5,7.9,5.2,NA,NA,5.8,NA,NA,5.6,7.6,7,NA,7.4,7.1,8.2,7.2,5.5,NA,NA,7.8,NA,7.4,7,9.7,5.4,8.3
"3680e716a1df430e88117b6a8d39b188",2010,1,NA,6.2,7,3.8,NA,NA,7.2,NA,7.1,7.5,NA,NA,5,7,7,NA,5.4,NA,NA,NA,NA,5.4,7.3,NA,NA,7.3
"368f79c430d6aacfb12b63ad5edcdb55",2007,1,6.1,7.5,7.5,NA,8.3,7.1,5.7,7.3,8,8.8,9.9,7.1,9.3,9,9.2,7.4,6.9,5.9,9.2,7.1,8.4,9,9.7,9.3,6.2,7.2
"3707f52ff8427c28186ffbeaae8f3210",2012,1,5.1,5,5.1,5.1,7.9,5,7.6,7.6,5.9,7.4,5.2,7.2,8.8,8,7.7,7,5.5,7.2,5.9,7.6,6.4,8.8,8.2,7.7,5,5.7
"37a7d25f8a6654c896e449013a6d43a5",2000,2,NA,7,7.2,NA,8.2,7,6.97,9.6,7.8,8.8,7.9,8.8,8.7,9,8,9.1,8.2,7.1,8.4,8.8,6.3,8.3,8.6,8.5,9.8,7.2
"37b74fbbacc311914425260f67a3ae4e",2000,1,NA,6.9,7.8,NA,0,5.9,8,7,8.3,7.2,7,0,8,7.6,8.7,8.4,5.5,2.5,0,8.6,7.8,9.1,8,7.7,7.2,7.9
"386e26b81aa64de7603531030d62de3e",2012,1,NA,NA,NA,NA,NA,9.4,9.7,10,9,NA,9,NA,9.1,9.1,10,9.7,10,9.7,NA,9.4,9.8,9.1,8.9,10,8.9,10
"389cb33adba26aca55d92fa14e9d29c2",2013,1,8.2,6.8,7.7,7.9,7.2,7,7.2,7.1,9.5,7.4,7.7,7.9,6.4,7.8,8.2,8.1,7.6,7,7.9,8.2,7.3,6.4,7.9,8,8.3,7.2
"38de74818a4fb16e93d79446811b474c",2005,2,NA,8.2,6.3,NA,8.3,5.6,7.8,7,8,8.4,7,7.4,5.9,8.9,7.3,6.3,7.7,6,7.8,5.8,6.2,6.6,6.6,7.7,NA,5.8
"38f5129763b7698223c66f472a190e58",2004,2,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0.2,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"393e673d829cd5c4dd16daf8833fcf5a",2009,1,5,6.2,7,6.2,NA,6.4,5,8.2,7.1,8.5,9,NA,8,8.7,NA,4.3,7,NA,NA,NA,7,7,8.4,8,5.6,7.9
"39681b47e5edd17e42930bfc18b3c119",2000,2,NA,NA,1.9,NA,NA,NA,NA,NA,7.3,5.1,5.1,NA,8.7,7.4,7.8,NA,NA,NA,NA,NA,NA,7,7,7.3,NA,5.8
"3a794a8520e865dee5d656d1a8a43698",2012,1,6.1,9,5.3,5.1,8.2,7,7.2,8.3,7,8.4,7.2,7.4,7.2,7.6,7.8,8.4,7.5,7,7.2,5,5.5,7.2,7.8,8.5,6.9,5.8
"3aee08993cba731c51e5ad75a9598819",2006,2,5.9,6.5,7.1,7,5,7.7,7,7.1,8,7.9,7.6,9.2,9.7,9.2,9.1,5.6,6.2,8.2,7.8,6.1,5,9.5,8.4,8.9,6.3,6
"3b2436268681270b32e5fbe047777274",2013,1,5.1,7,5,7,NA,6.6,8.3,5.2,5,9.1,6.4,3.6,8.3,6.2,8.3,6.4,7.3,NA,6.4,7.2,5,8.2,7,7.6,NA,8.3
"3b2cb0fa8caeab30ea1f2360a38bfc6a",2014,1,NA,NA,5.2,7,NA,NA,NA,NA,7.2,5.3,2,NA,5.6,5,7.1,NA,5,NA,NA,NA,NA,5.6,5.4,NA,NA,8.3
"3b3c9eb992065e119797849c57c75ba6",2002,2,NA,5,5,NA,NA,7,NA,NA,9.4,6.7,7.2,NA,5,8.5,7.8,9.6,NA,NA,NA,8.1,NA,5,7.1,7.9,9.6,5.3
"3b50550370c4b55d375844fcf848e473",2011,1,5.3,7.1,5.6,8.2,5.4,5.2,7,9.3,7.8,8.5,7,7.4,5,7.2,8,5.2,5.4,7.3,5.3,8.3,6.1,5,7.2,8.2,7,6
"3bc0a256fc58650b6a3a849038ff2870",2013,1,1.4,5.2,5,5,NA,3.8,4.8,NA,5,6.1,NA,NA,5.5,5.5,7.2,NA,5.6,NA,NA,NA,NA,5.5,5.5,NA,NA,7.1
"3c623f01f0c1153c09448baa59715505",2004,1,NA,7.5,7.6,NA,7.8,7.2,7,5,8.8,7.9,7.1,8.3,7,7.7,7,8,6.8,7.2,8.6,8.5,6.9,8,7.3,8.7,8,9
"3c80a764691841d6806a015227997e4e",2007,1,NA,7.7,5,NA,NA,6,7.2,3,7.9,9.1,8.7,NA,8.5,8.9,9.4,2.8,7.2,NA,NA,0,0,8.1,9.1,2.4,7,7.8
"3ca5eaf63b75387cf0200fe800f5a6ca",2009,1,5,6.8,6.2,8.6,5.9,6.3,7.3,9.1,8.1,7.2,7,7.8,8,9,7.5,5.8,5.6,5.9,5.2,5,5,8.1,8.3,8.5,5,7.2
"3cf044416b9d508c8c540f897f9ea200",2014,1,7,7,5.2,5,NA,6.1,8.7,NA,7.6,7.8,5,NA,6.5,7.6,7.7,8.4,5.1,NA,NA,NA,NA,6.5,6.4,9.6,7.3,5.4
"3cf25b359df75c138ff8ec1824ada1d9",2012,1,NA,7.9,6.6,5,7,5.5,6.1,6.5,5.3,8.4,5.2,NA,8.2,7.8,8.3,NA,6.8,NA,5.1,8,5,8.3,8.2,6.8,5.9,7
"3d60107dbb7b149354a4d525a3c820c0",2006,1,NA,7.6,6.7,NA,8.3,8.1,8.1,8.5,8.7,9.2,8.9,10,5.1,8.8,9.9,8.5,5,8.5,8.4,7,6.9,5,7.9,9.7,7,6
"3e3f73f3034e04bb369b622a51e5b817",2012,2,NA,5,5,NA,NA,7.2,7.3,NA,7.8,7.5,6.8,NA,7.1,7.3,7,NA,5.1,NA,NA,NA,NA,7.1,7.5,8.3,5,7.3
"3e44fd9ace322fce23e8375cc3970f58",2011,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,NA,7.5,NA,NA,NA,NA,NA,NA,6.2,NA,NA,NA,5
"3e8219047c77c2dbe10832a60b82a8b5",2005,1,7.7,7,7.2,9.3,7,6,6.5,8,8.4,8.1,7,9.3,7.8,9.7,8.3,7.7,7.4,7,9.2,8.5,5.6,7.8,8.2,8.5,7.3,7.6
"3f05501a458768f71fefc43251ca26b1",2010,1,5.4,7,7,6.5,7.4,8,7.2,8.3,5.3,8.7,7.6,7.4,7.7,9,7.2,7.2,7.9,7.1,7.4,7,7,7.9,8.7,8.4,6.6,6.5
"3f47ba680879bf8ddaa8e2da7c249b7b",2009,1,8,5.9,7.4,3.5,NA,5,6.2,NA,7.6,7.8,7.8,NA,7.9,7.7,6.3,2.2,6.5,NA,NA,7,NA,7.1,6.4,8,5.6,7.7
"3f7d72a7a677fb730028ad7a07bddfad",2001,1,NA,8.2,7.4,NA,8.2,8,8.2,7,7.6,8.3,9,9.1,7.8,9.2,9,7.6,7.9,7.7,8.2,8.9,7,7,9.3,7.6,7.3,8
"3fa380f67232fb635dc95543700cd43f",2011,1,5.7,7.5,5.4,6.4,8.9,7,7,9.8,7.7,8.9,7.3,7,8.4,8.2,9,7.4,8.1,7.2,7.3,7.2,5.1,8.5,9.1,8.1,7,9.1
"3fbb5a5d2815481bc19db2d3032da9ba",2011,2,NA,7.3,6,NA,NA,NA,0,NA,NA,8.5,NA,NA,7.1,NA,7.5,NA,NA,NA,NA,NA,NA,7.1,NA,NA,NA,5.7
"3fc26c840b2faad60d0df0ecde0d306e",2001,2,NA,7.2,9.1,NA,7.9,7.1,8.5,10,7.4,8.8,8.3,9.4,7.9,9.2,5,7.3,8.5,5,6.7,7,8,7.9,7.6,7,5.6,7.7
"3ff126bac989ca8237e9721ee26ce0ae",2003,2,NA,8.2,9.3,NA,NA,0,0,NA,0,5.8,0,NA,7.8,5.9,8.5,NA,7.7,NA,NA,NA,NA,6.6,6.2,NA,0.1,5.9
"4089e320a1a5f29a3a841c640168d26c",2006,1,10,9.7,10,NA,9,9,10,8.6,8.8,9.6,9.5,10,9.8,9.4,9.8,10,10,9.9,8.7,8.2,9.8,9.6,9.3,9.5,9.3,8.8
"4094035dfcd5b5128df8a3a5824da8ef",2007,2,5.5,8,7.1,7.3,6.8,5,5.8,8.5,8.1,7,7.6,7.4,5.5,8.9,10,8,5.2,6.9,7.5,5.8,5,5.1,8.3,9.3,5.3,7.4
"40a19319b3bfdcefaf6da68874cc8854",2003,2,NA,5,5,NA,7,8.1,NA,7,8.3,8.2,7.2,8.4,7.7,5.6,7,5.3,7,7,7.2,6.6,6.2,5.9,5.9,NA,6.4,7
"40e6b978756316d47bf619fa7c5b5c06",2013,2,5,6.9,5.2,6.5,NA,5.8,8.5,NA,7.1,9,5.9,8.6,5.6,7,7.8,5.1,7.1,NA,7.3,7.9,NA,5.7,8,5.7,5.6,5.5
"41067c33b108534e68423b16ec3e6e0c",2011,2,NA,7.5,7,5,NA,NA,4.4,NA,5.6,5.8,NA,NA,7.8,7.2,7.8,NA,5.7,NA,NA,NA,NA,7.7,7.2,NA,NA,5.7
"41501d858f1312ccd05e76e5bd1a89f6",2006,2,7,5.5,6.8,5.3,7.3,6.5,7.8,7,6.8,8.9,6,9.5,7.8,8.3,8.2,5.6,5.2,7,7.2,7,5,7.1,7.1,7.8,5,7
"418e35242859e03cad552a3ee29be9ac",2014,1,5.1,6.6,5,7.8,8.4,7.3,7,7.7,7.5,8.7,7.3,9,7.8,8.9,8,8.4,7,8,8.4,9.3,5.7,7.8,9,9.4,7.1,10
"41aae4e79f2be7752e95699df6b7ef30",2001,1,NA,9.3,9,NA,7.3,7.7,7.5,7.4,9.8,8,8.7,7.2,8,8.6,8.3,5.2,7.4,7,5.3,8.4,NA,8,7.2,7,8.1,7.2
"41bb0cf9f3e9bbc8150189b08a24c8d2",2006,2,5.6,5,7,NA,7.8,6.5,7,8.7,8.2,8.2,7,8.8,7.4,8.9,8.9,6.1,6.1,7,9.5,7.4,6.8,6.7,9.1,9.4,7.8,6.1
"41dd43fbba47224571aac7e704da4640",2003,1,7.8,7.8,7.7,NA,7.5,7.4,7,7.6,8.3,9.5,8.2,9.3,8.8,8.4,8.3,8.4,7.4,NA,9.6,7.9,8,8,7.7,8.6,8.8,9.2
"41e036f85a8b12153878d91bba9a38df",2007,1,NA,5,7.9,5.7,NA,1,7.4,NA,8.8,7.1,0,NA,9,8.3,9.5,NA,5.3,NA,NA,NA,NA,8.2,8.9,NA,0.8,7.8
"41e06113e85a25561802b8f09b253142",2012,2,5.6,7.3,6.4,5,6,6.1,7.4,NA,5,5.2,6.1,6.5,7.3,6.6,5.4,7,5,7.4,7.7,6.1,5.6,5,6.8,NA,6,5.7
"4203923df55653bd556ae490729b2e4c",2012,1,5,6.2,7,6.2,8.1,6.4,5,8.2,7.1,8.5,9,7,8,8.7,9.7,6.1,7,7,7.3,8.3,7,7,8.4,8,5.6,7.9
"420c9be6f0554d2ffbf81b2fdc78a3ef",2000,2,NA,7.7,7,NA,9.4,7.1,7,9.7,8.2,7.2,8.5,9.4,7.9,8.6,8.3,8,7,7.1,8.2,8.4,7.2,5.8,7.4,7.7,5.2,7
"4215a6c3ba7a46b890107b6a92a58195",2014,1,7,7,6,5.6,7.3,7,5.3,5.7,6.6,8.3,7,7.5,8.3,7,8.3,6.7,8.1,5.1,6.4,8.8,5.4,8.2,6.8,8,7.6,7.5
"42203bf6b11a67f251a255cef2dcf82c",2013,1,9,9.2,7.2,7,9.2,8.3,7.1,7.2,8.9,8.8,7.4,8.1,7.1,9,8.5,8,8.6,8.5,8.5,9.1,9.6,7,9,9.3,8.2,8.4
"422fc80e6e1c032ec979dd724985b424",2001,1,NA,9.2,7.8,NA,8.1,8.7,8,7,7.3,8.2,8.3,9.2,9.3,9.5,8.8,8.4,9,5.1,7.7,8.6,7.6,9,9.1,8,6.7,7.5
"424b7cd97c013ee41787ccff7ecb048e",2008,1,0,5,4.1,NA,NA,1.2,NA,NA,7.9,5.8,2.7,NA,5.1,8.4,9.3,NA,5,NA,NA,NA,NA,7,6.5,NA,0,6.1
"42a87b7ce8538c3f4bf474ad9e3b6464",2014,1,5,7,5.2,5,7.3,5.4,NA,NA,8.2,5.8,6.2,NA,7.4,7.6,8.8,5.1,5.5,5.1,3.7,10,NA,7.4,8,5.1,5.5,8.5
"42ab504f94109f2d199b6a6320bc542a",2014,2,NA,NA,1.5,NA,NA,0.6,NA,NA,7.2,7.1,NA,NA,7.5,7.3,8,NA,NA,NA,NA,NA,NA,7.5,7.9,NA,NA,6.9
"42e178a593c2a1455f98fb26932fa29b",2012,1,8,7.3,5.5,5,8.7,7.4,5.2,5,7,8.4,8.1,8.7,7.7,7.8,8.2,8.3,7.1,8.3,NA,7,7,7.6,7.3,9.4,7.1,10
"42e75b3d794193a4e9e8e54dab7dc7f0",2002,1,NA,8.1,8.2,NA,7.7,5.9,7.2,7.8,7,8.4,7.9,9.4,9.1,9,7.8,8.1,6.8,7,7,8.3,7.2,8.7,7.1,7.8,5.6,8.6
"4305a3fa03bbefa5f456b2b4b04c4e74",2001,1,NA,8.2,8.4,NA,7.5,7,5.3,7.2,8.4,7.8,7.3,8.3,8.3,9,9,5,7.9,5,5.2,7.7,6.1,8.2,8.7,7,5,8.7
"43654de42bae9d61b832fab898c02007",2012,2,6,8.4,7.3,6.5,8.4,5.8,7.6,8.2,8.7,8.2,6,7.6,7.4,6.6,7.5,7.3,7.3,6.4,8,9,7,7.4,7.3,5.6,7,8.9
"436d6773072ffcedd4449920f759d2a7",2008,2,5.8,8.3,7.8,6.2,7.4,7.9,7.2,8,7.9,10,7.9,8.2,9.8,8.9,8,6.4,7.4,0,5.4,7.2,6.4,9.7,8.9,8.6,6.4,8.5
"43c2e42f36f0e736cde223740af05927",2008,2,7.3,5.6,7,5.6,7.4,7,7.1,9.5,7.7,8,7.7,8.5,7,8.8,7.5,7.3,6,5.9,7.2,7.3,6.3,5.6,7.7,7.6,5.8,7
"43ef125b80e73ea9e16190ebae548448",2006,2,8.3,6.2,7,NA,8.2,6.8,8.2,5.8,7.4,7.85,7,7.4,5.4,7.9,8.5,7.5,7.2,8.3,7,5.6,6.1,5,8.9,8.8,5,8.3
"4432e675dcaa6d080b5496bacda0736e",2011,1,NA,7,5.8,NA,NA,NA,0.9,NA,NA,7.5,NA,NA,5.5,5.1,NA,NA,5.4,NA,NA,NA,NA,5.5,5,NA,7,5.7
"445792d69ddf52b213df2bd4a9a147ef",2003,1,0,NA,NA,NA,NA,5,5,5,8,NA,7,0,NA,7.8,NA,0,NA,NA,0,0,0,NA,7.2,6.2,5.3,6
"4480ad15f3a6a4e36395432eb27842e0",2001,1,NA,5,6.6,NA,NA,4.4,5.1,0,8,5.7,7.1,NA,7,9.4,8.5,1.1,7,NA,NA,NA,0,8,9.2,7,8.3,5.9
"44e2bc1e48ee1b7c4fb684fdfe11c59c",2009,2,NA,5.1,5,0,NA,NA,0.1,NA,5,5,NA,NA,5,0.4,6,NA,1.1,NA,NA,NA,NA,5,0.5,NA,NA,2.4
"45453a2c2d99012e2724139c80453497",2008,1,9.3,8.6,8.7,8.4,8.5,8.4,7.9,9.4,7.8,9.1,9.4,8.8,8.6,9.4,10,10,8.3,9,8.2,6.8,7.2,9,8.8,8.4,7.8,8.2
"45bd207d13db647c02ab7e7f4a8af48b",2000,1,NA,8,7,NA,8,7,NA,8,8.3,7.7,8.5,9.5,7,8.4,8.5,9.2,5,6,8.8,8.4,5.3,7.3,7.6,9.2,6.3,8.2
"4622816ac457e751a61ecaac575a6a8b",2014,1,5,7.3,5,5,7.7,5,7.3,6.5,7.6,7.3,5,5.4,7.1,6,8.2,5.2,6.3,7.7,5.2,5.4,5.1,6.9,8.3,8.9,5,5.5
"462d627f46b8691f568ce917327c6854",2013,1,NA,NA,5,NA,NA,2.2,NA,NA,5,5.9,2.9,NA,5.8,6.5,7,NA,5.2,NA,NA,NA,NA,5.8,6.2,NA,NA,6.6
"463020393547a3dfd2356c2f0acb8aa7",2003,1,NA,7.8,7.3,NA,7.5,5.1,5,6.3,9.4,7.8,5,9.2,7,8.4,7.1,5,6.2,5,9.2,5,5.7,7.1,7,NA,6,5.8
"46754d33cbba0f83c240356d173e9b3f",2011,1,NA,9.4,8,5.4,NA,7,7.5,8.5,5,8.6,5.5,7.2,7.9,5.3,NA,7.5,7.2,NA,7,7,5,8,6.3,5.1,7,7.8
"4697d3df62c7e0b25c0fc7b57f33df16",2009,1,7.5,6.4,8.2,5.1,7,7.6,5,9.2,8.5,6.7,8.3,9.4,7.1,5.6,6.2,7.7,6.6,6.2,8,8.4,7,5.4,6.4,9.3,6.7,5.5
"46c06c578dcd90ca367a0c2ff6e726f0",2000,2,NA,7.4,7,NA,7,7.4,7,8,8,6.6,7.5,7,9.6,8.7,7.8,8.9,5.7,5,7.2,7.8,5,9.5,8.2,8.2,7.3,7.8
"471cc65b75c69805ba63e51a4d9ed2a8",2003,2,NA,8.5,8.7,NA,7.2,6,NA,6,7,7.2,7,8.5,8.4,8.3,NA,7,6,NA,8.1,7.3,7.2,8.2,8.1,9,5.6,5.8
"474e47b8b4fe4f6e438cbaf1168ca07d",2002,2,NA,7,5.7,NA,7.5,5.7,NA,6,7.9,7.7,7,8.8,6.4,7.3,7.5,5.2,NA,6.1,7.4,7.9,7.3,7,7.2,8.4,9,5
"47aa786bf9795efc397e3998b679baf5",2010,2,NA,6.7,5.6,0.3,NA,7.4,1.2,NA,3.9,8,7.9,NA,7.6,5.6,7.1,NA,3.6,NA,NA,NA,NA,7.5,7.3,NA,NA,5
"4998e6ca0225b9a064cb7000c9b80823",2013,2,7.3,8.5,7,7.4,9.7,8.5,8.2,7.7,9.6,8.7,7.8,8.7,9,9.4,9.3,8,6.2,8.7,8.5,7.5,8,9,9,9.5,7.1,9.8
"499dfaf9cbfde4b93d8f64e19e97cd3a",2010,1,9.3,9.1,9.8,8.5,8.5,9.9,8.5,10,8.8,10,9.9,9.6,10,8.7,7.6,9,9.2,8.8,8.4,9.1,8.9,10,9.2,9.7,9.1,10
"49aafdc5be12d137e6bd32b3e6933b63",2009,2,8.2,5,7.4,8.1,9.8,6.8,8.4,9.8,8.9,8.7,8.4,8.8,7.2,9,7.1,8.5,7.6,8.7,8.7,8.2,6.2,7.5,8.8,8.4,8.1,8.6
"49b51e212b6d7aa49e1b899e0843a7d4",2010,1,7.3,8.6,8,8.2,8.3,6.3,7.6,8.7,7,7.9,7.5,7,5.9,8.4,6.5,7.9,5.2,7.8,6.2,7.8,7,5.5,7.7,8.5,7.3,6
"49be1fc73eb126e2a73d2f4d5d53d7be",2010,2,0.2,7.7,5.3,2.6,NA,5,4.2,NA,7.2,7.7,5,NA,5,5,8.5,NA,5.4,NA,NA,NA,NA,5.4,7,NA,2.4,7.2
"49f470adf3390f29b8c0c661d5b7f2ea",2013,1,5.3,5,6.3,5.3,7.4,5.6,5.6,6.6,5.9,7.1,5.1,7,8.7,7.3,8,6.1,7,8,5.8,7.4,5.7,8.4,7,7.4,5.3,8.4
"4a349021fb129c7460aa430deda423bf",2007,2,6,8.7,5.7,NA,NA,7.2,6.3,5,7.4,8.4,7.2,7.9,7.9,9.1,7.9,7.4,5,NA,6.3,8.6,6,7.3,8.6,7.7,5,7.3
"4b44e50bccecf11cd8803100c3346719",2010,1,6.7,5.6,5.6,5.9,6.8,7,7.4,7.7,7.7,8.4,5,5,7.7,7,6.7,5.8,6.8,8.6,6.6,7,5.2,7,7.4,8.4,7.6,5.9
"4b5706cc449d0c466249aa33b1c5846c",2002,1,5.2,5.1,7,NA,NA,NA,6,4.4,8.3,7.1,NA,NA,2.8,NA,7,NA,5.3,NA,NA,NA,1.3,2.8,NA,NA,2.4,NA
"4b70b1dfae0eafd9c8dfa873a2cc4b7c",2004,1,NA,8.9,7.5,NA,NA,5.6,NA,5.6,7.7,8.3,5,7.5,5,7,7.9,9.1,6.3,7,7,7.9,5.2,6.7,5,8.7,7.6,7.6
"4b98af973f77925165121500e22a3bf2",2011,1,NA,NA,NA,5,7.7,NA,NA,8.5,8,9.1,7.1,6,7.8,8.5,NA,NA,NA,NA,NA,NA,NA,8.4,8,8.6,7.7,5.2
"4bb4f74a3dc083f82cd9f0243630a394",2010,1,NA,6,1.3,NA,NA,NA,NA,NA,NA,5,NA,NA,7.4,NA,5.3,NA,NA,NA,NA,NA,NA,7.4,NA,NA,NA,NA
"4c07f2e1ef4661765f5690838333d379",2012,1,7.7,5.6,7.7,6,8.6,6,7,7.8,9,8.7,6.4,7.6,6.5,8.4,9.5,6.4,7.5,7,7.7,8.8,6.3,6.4,7.8,7.8,6.6,5.5
"4c0eac13e9a27aff1a50c5390eb006d8",2008,1,3.4,7.5,5,5.1,NA,5.3,7,5.4,6.7,5.1,5,NA,5,8.1,8.8,NA,6.1,NA,NA,NA,2.7,6,5.1,7.6,5.7,7.9
"4c10beedc57006ef72f32f96701684d8",2004,2,NA,7.5,6.5,NA,7.9,5,6.3,5,7.5,7.6,7,8.1,7.4,8.3,7.8,7,6.4,7.3,7.6,6.5,5.6,7.4,7,8,7.2,7
"4c3b5084cb9efe5cdb137007f5cd22a4",2007,2,6.1,7.8,7.2,5,8.5,6.1,7.7,7.8,8.1,8.4,7,9.7,8.3,9.6,8.5,7.2,7.4,7.2,7.9,6.9,5,7.7,9,8.7,6,7.4
"4ca5e855afc2237987fa2193ae3898e0",2013,1,6.2,8.6,8.1,7.7,9.2,8.5,8,9.2,9.5,8.9,9.5,9.1,9.6,9.1,7.7,8.6,9.2,NA,8.8,10,7.9,9.6,8.9,9.5,7.7,9.3
"4e1ce83948d5412c6e3c41de75adf0f3",2011,2,NA,4.4,NA,NA,NA,7,NA,NA,7,7.8,7.7,NA,8.3,7.3,8.7,NA,5.2,NA,NA,NA,NA,8.2,8.2,NA,5.4,8
"4e2542d3ab438b6e987dd7d31eca0106",2005,2,NA,7.3,7,NA,7,7.5,NA,6.5,8.8,8.2,8.4,8.4,7.9,8.3,9,8.4,8,5.4,6.4,7.3,5.5,9.3,7.8,8.7,8.8,7.8
"4e3ac5fa3b6fbe69cdc57ae8c8347ff3",2003,1,NA,8,7,NA,7.8,7.2,5.8,8.4,8.1,9,7.8,9.1,8.6,8.7,7,7.9,7.1,5.8,8.5,7.9,7.2,7.6,8,8.9,6.9,7.3
"4e444fd585bcedf25d12ffa652b8d938",2005,1,NA,6.6,6.3,NA,7.3,6.3,5.1,7.3,8.4,7.9,7.1,8.1,7,8.5,8.6,7.6,5,7.2,8.4,5.9,7.2,7,8.1,8,NA,6.1
"4ecb5843a9d7390c1c55312798302970",2001,2,NA,6.3,7,NA,NA,5.1,6,7.9,5.8,7.2,6,NA,9.1,8.5,6,5.1,8.6,0,NA,NA,7,8.1,5.8,7.7,5,8.1
"4ecd23aa86db15bfc742b9942790c8b9",2000,1,NA,5.2,7,NA,8.3,6.8,NA,7.8,8.3,7.6,8.8,9.2,7.9,8.9,7.2,7.3,7.4,NA,7.3,8.2,8,8.1,7.2,8.5,8.7,7.9
"4f16aa7f569aa945f9e74850d9283eee",2009,1,9.2,8.3,8.1,5,8.8,7.8,7.3,9.7,8.1,7.9,9.1,9.1,8.2,9.2,9,9.4,8.5,7.8,7.4,8.5,8,7.8,9,9.5,7.2,7.8
"4f31131c84748a6195afd6c75a91599f",2011,1,5.2,5,7,5.4,6.6,5.7,7.2,9.1,8.7,9,8.2,7.4,8.2,9.3,9,7.5,6,8.4,7.5,8.4,5.8,7,7.4,7.8,7.1,5.6
"4f3a7293581cca183a48c3b40f67f993",2011,1,5.3,6.1,5.2,6.1,7.9,7.3,5.1,NA,5.1,8.6,7.3,8.5,8.2,7,NA,7.2,5.3,5.4,7,8.3,6.1,8.2,8.6,7,6.6,7
