"MAT_ALU_MATRICULA","MAT_TUR_DIS_DISCIPLINA","disciplina","MAT_TUR_ANO","MAT_TUR_PERIODO","MAT_MEDIA_FINAL","EVADIU"
"f38b2833d30f7996524841f2b916bdd4",1109103,"Cálculo Diferencial e Integral I",2011,1,7.5,FALSE
"fcebfbe6505ad07929b4a8c950a3f0d3",1109035,"Álgebra Vetorial e Geometria Analítica",2011,1,9.2,FALSE
"fcebfbe6505ad07929b4a8c950a3f0d3",1109103,"Cálculo Diferencial e Integral I",2011,1,9.1,FALSE
"fcebfbe6505ad07929b4a8c950a3f0d3",1411167,"Programação I",2011,1,9.8,FALSE
"ce867d04c4be64ea1a84a451a1f1bf15",1109035,"Álgebra Vetorial e Geometria Analítica",2011,1,5.4,FALSE
"ce867d04c4be64ea1a84a451a1f1bf15",1411167,"Programação I",2011,1,6,FALSE
"ce867d04c4be64ea1a84a451a1f1bf15",1411180,"Laboratório de Programação I",2011,1,7.7,FALSE
"ce867d04c4be64ea1a84a451a1f1bf15",1307151,"Leitura e Produção de Textos",2011,1,8.8,FALSE
"ce867d04c4be64ea1a84a451a1f1bf15",1411174,"Introdução à Computação",2011,1,7.2,FALSE
"ce867d04c4be64ea1a84a451a1f1bf15",1109103,"Cálculo Diferencial e Integral I",2011,1,5.7,FALSE
"3b50550370c4b55d375844fcf848e473",1109035,"Álgebra Vetorial e Geometria Analítica",2011,1,7.1,FALSE
"3b50550370c4b55d375844fcf848e473",1411167,"Programação I",2011,1,5,FALSE
"3b50550370c4b55d375844fcf848e473",1307151,"Leitura e Produção de Textos",2011,1,8,FALSE
"3b50550370c4b55d375844fcf848e473",1411180,"Laboratório de Programação I",2011,1,5,FALSE
"3b50550370c4b55d375844fcf848e473",1411174,"Introdução à Computação",2011,1,8.5,FALSE
"3b50550370c4b55d375844fcf848e473",1109103,"Cálculo Diferencial e Integral I",2011,1,5.6,FALSE
"687e4ac25efdc98d1ff9a5c5f969060a",1109035,"Álgebra Vetorial e Geometria Analítica",2011,1,2.1,FALSE
"687e4ac25efdc98d1ff9a5c5f969060a",1109103,"Cálculo Diferencial e Integral I",2011,1,0.2,FALSE
"687e4ac25efdc98d1ff9a5c5f969060a",1411174,"Introdução à Computação",2011,1,5,FALSE
"dbaab58baa70632430182603f9840065",1109035,"Álgebra Vetorial e Geometria Analítica",2011,1,9.7,FALSE
"dbaab58baa70632430182603f9840065",1109103,"Cálculo Diferencial e Integral I",2011,1,8.9,FALSE
"dbaab58baa70632430182603f9840065",1411167,"Programação I",2011,1,9.1,FALSE
"dbaab58baa70632430182603f9840065",1411174,"Introdução à Computação",2011,1,8.8,FALSE
"dbaab58baa70632430182603f9840065",1411180,"Laboratório de Programação I",2011,1,9.1,FALSE
"e7999138e979f16eb370d470f2158c04",1109035,"Álgebra Vetorial e Geometria Analítica",2011,1,6.8,FALSE
"e7999138e979f16eb370d470f2158c04",1411174,"Introdução à Computação",2011,1,5.4,FALSE
"e7999138e979f16eb370d470f2158c04",1307151,"Leitura e Produção de Textos",2011,1,7,FALSE
"e7999138e979f16eb370d470f2158c04",1109103,"Cálculo Diferencial e Integral I",2011,1,NA,FALSE
"e7999138e979f16eb370d470f2158c04",1411167,"Programação I",2011,1,6.1,FALSE
"e7999138e979f16eb370d470f2158c04",1411180,"Laboratório de Programação I",2011,1,6.2,FALSE
"7f88066ad133ea6cbaa63198b67cc2cc",1109035,"Álgebra Vetorial e Geometria Analítica",2011,1,0.7,FALSE
"7f88066ad133ea6cbaa63198b67cc2cc",1109103,"Cálculo Diferencial e Integral I",2011,1,0.7,FALSE
"7f88066ad133ea6cbaa63198b67cc2cc",1411174,"Introdução à Computação",2011,1,7.3,FALSE
"12ba2d3430e1b1ba5a25c6c459f3191d",1109035,"Álgebra Vetorial e Geometria Analítica",2010,2,NA,FALSE
"0049c0b6a2e2db661f8e15e7bc2b7581",1109035,"Álgebra Vetorial e Geometria Analítica",2011,1,1,FALSE
"0049c0b6a2e2db661f8e15e7bc2b7581",1109103,"Cálculo Diferencial e Integral I",2011,1,0.7,FALSE
"0049c0b6a2e2db661f8e15e7bc2b7581",1411167,"Programação I",2011,1,8.6,FALSE
"0049c0b6a2e2db661f8e15e7bc2b7581",1411174,"Introdução à Computação",2011,1,8.6,FALSE
"0049c0b6a2e2db661f8e15e7bc2b7581",1411180,"Laboratório de Programação I",2011,1,8.8,FALSE
"0bd6f382d3a9d11489330d7c8f9821e8",1411167,"Programação I",2011,1,9,FALSE
"0bd6f382d3a9d11489330d7c8f9821e8",1411174,"Introdução à Computação",2011,1,7,FALSE
"0bd6f382d3a9d11489330d7c8f9821e8",1411180,"Laboratório de Programação I",2011,1,8.7,FALSE
"3fa380f67232fb635dc95543700cd43f",1109035,"Álgebra Vetorial e Geometria Analítica",2011,1,7.5,FALSE
"3fa380f67232fb635dc95543700cd43f",1109103,"Cálculo Diferencial e Integral I",2011,1,5.4,FALSE
"3fa380f67232fb635dc95543700cd43f",1411167,"Programação I",2011,1,8.5,FALSE
"3fa380f67232fb635dc95543700cd43f",1411174,"Introdução à Computação",2011,1,8.9,FALSE
"b6f76d7248f2453d4f751b6a5c44762d",1411167,"Programação I",2011,1,7,FALSE
"b6f76d7248f2453d4f751b6a5c44762d",1411180,"Laboratório de Programação I",2011,1,7.1,FALSE
"aa85bd034b247dd5f1bc4337531603f8",1109035,"Álgebra Vetorial e Geometria Analítica",2011,1,2.5,FALSE
"17868399ff18ad1d2425e3d3c97376d5",1109035,"Álgebra Vetorial e Geometria Analítica",2011,1,8.6,FALSE
"17868399ff18ad1d2425e3d3c97376d5",1109103,"Cálculo Diferencial e Integral I",2011,1,7.3,FALSE
"17868399ff18ad1d2425e3d3c97376d5",1411167,"Programação I",2011,1,9.3,FALSE
"17868399ff18ad1d2425e3d3c97376d5",1411174,"Introdução à Computação",2011,1,8.9,FALSE
"17868399ff18ad1d2425e3d3c97376d5",1411180,"Laboratório de Programação I",2011,1,9.3,FALSE
"75b69e852a653e3e1bbf41aa0d969ab7",1109035,"Álgebra Vetorial e Geometria Analítica",2011,1,7.5,FALSE
"75b69e852a653e3e1bbf41aa0d969ab7",1109103,"Cálculo Diferencial e Integral I",2011,1,6.3,FALSE
"75b69e852a653e3e1bbf41aa0d969ab7",1411167,"Programação I",2011,1,9.1,FALSE
"75b69e852a653e3e1bbf41aa0d969ab7",1411174,"Introdução à Computação",2011,1,8.6,FALSE
"75b69e852a653e3e1bbf41aa0d969ab7",1411180,"Laboratório de Programação I",2011,1,9,FALSE
"b6f76d7248f2453d4f751b6a5c44762d",1109035,"Álgebra Vetorial e Geometria Analítica",2011,1,3.9,FALSE
"b6f76d7248f2453d4f751b6a5c44762d",1109103,"Cálculo Diferencial e Integral I",2011,1,3.4,FALSE
"b6f76d7248f2453d4f751b6a5c44762d",1411174,"Introdução à Computação",2011,1,8.1,FALSE
"aa85bd034b247dd5f1bc4337531603f8",1109103,"Cálculo Diferencial e Integral I",2011,1,0.9,FALSE
"aa85bd034b247dd5f1bc4337531603f8",1411167,"Programação I",2011,1,5,FALSE
"aa85bd034b247dd5f1bc4337531603f8",1411174,"Introdução à Computação",2011,1,7.1,FALSE
"aa85bd034b247dd5f1bc4337531603f8",1411180,"Laboratório de Programação I",2011,1,5,FALSE
"85b0ff705bbf43c2c555a2daa14d74dd",1109035,"Álgebra Vetorial e Geometria Analítica",2011,1,NA,FALSE
"85b0ff705bbf43c2c555a2daa14d74dd",1109103,"Cálculo Diferencial e Integral I",2011,1,NA,FALSE
"85b0ff705bbf43c2c555a2daa14d74dd",1411167,"Programação I",2011,1,NA,FALSE
"85b0ff705bbf43c2c555a2daa14d74dd",1411174,"Introdução à Computação",2011,1,NA,FALSE
"85b0ff705bbf43c2c555a2daa14d74dd",1411180,"Laboratório de Programação I",2011,1,NA,FALSE
"0c7634474bd3573b7ca06abfef0eff35",1109035,"Álgebra Vetorial e Geometria Analítica",2011,1,6.4,FALSE
"0c7634474bd3573b7ca06abfef0eff35",1109103,"Cálculo Diferencial e Integral I",2011,1,2.3,FALSE
"0c7634474bd3573b7ca06abfef0eff35",1411167,"Programação I",2011,1,3.7,FALSE
"0c7634474bd3573b7ca06abfef0eff35",1411174,"Introdução à Computação",2011,1,7.3,FALSE
"0c7634474bd3573b7ca06abfef0eff35",1411180,"Laboratório de Programação I",2011,1,3.3,FALSE
"07f98a226bbe1c313fd403bd664eae13",1109035,"Álgebra Vetorial e Geometria Analítica",2011,1,NA,FALSE
"07f98a226bbe1c313fd403bd664eae13",1109103,"Cálculo Diferencial e Integral I",2011,1,NA,FALSE
"07f98a226bbe1c313fd403bd664eae13",1411167,"Programação I",2011,1,NA,FALSE
"07f98a226bbe1c313fd403bd664eae13",1411174,"Introdução à Computação",2011,1,NA,FALSE
"07f98a226bbe1c313fd403bd664eae13",1411180,"Laboratório de Programação I",2011,1,NA,FALSE
"9f00c998c0c5f303047cecb9bd44c1a5",1411180,"Laboratório de Programação I",2010,2,8.5,FALSE
"09eabe1ac49b26374d2bacbaba848904",1109035,"Álgebra Vetorial e Geometria Analítica",2011,1,7,FALSE
"09eabe1ac49b26374d2bacbaba848904",1411174,"Introdução à Computação",2011,1,9.2,FALSE
"09eabe1ac49b26374d2bacbaba848904",1411180,"Laboratório de Programação I",2011,1,5.9,FALSE
"09eabe1ac49b26374d2bacbaba848904",1411167,"Programação I",2011,1,7.3,FALSE
"09eabe1ac49b26374d2bacbaba848904",1307151,"Leitura e Produção de Textos",2011,1,6.5,FALSE
"09eabe1ac49b26374d2bacbaba848904",1109103,"Cálculo Diferencial e Integral I",2011,1,7.5,FALSE
"ea6f0ae5d7d7adf1e827ca9564130199",1109035,"Álgebra Vetorial e Geometria Analítica",2011,1,7.9,FALSE
"ea6f0ae5d7d7adf1e827ca9564130199",1109103,"Cálculo Diferencial e Integral I",2011,1,7.5,FALSE
"ea6f0ae5d7d7adf1e827ca9564130199",1411174,"Introdução à Computação",2011,1,9.1,FALSE
"0260d5a4250749925ae991ed198189a3",1411174,"Introdução à Computação",2010,2,6.1,FALSE
"12ba2d3430e1b1ba5a25c6c459f3191d",1411174,"Introdução à Computação",2010,2,9.8,FALSE
"4ec42b0735ba22106606e5367697cafa",1411174,"Introdução à Computação",2010,2,6.1,FALSE
"623ae66cb3a3968b82e98bc218c42b57",1411174,"Introdução à Computação",2010,2,5,FALSE
"759263cd2428e9d662b2b29f51a1a4b6",1411174,"Introdução à Computação",2010,2,5.3,FALSE
"28f0fe1d4623307c992d24b94708168b",1411174,"Introdução à Computação",2010,2,7.6,FALSE
"f68ec5aa36864ebc7c652b2d2082fe51",1411174,"Introdução à Computação",2010,2,8.6,FALSE
"b38d5ca11134a1f33202649f85b1a303",1411174,"Introdução à Computação",2010,2,7.7,FALSE
"3060f548a7be84fe18c770e242b51e36",1411174,"Introdução à Computação",2010,2,5,FALSE
"0698e89a9f580e43adc2fa6f4b0fdc31",1411174,"Introdução à Computação",2010,2,1.9,FALSE
"d676643c144d9be148fcf4316680fd28",1411174,"Introdução à Computação",2010,2,5.2,FALSE
"7de9dded01c0eaf52e07efac124039c8",1411174,"Introdução à Computação",2010,2,7.6,FALSE
"9f00c998c0c5f303047cecb9bd44c1a5",1411174,"Introdução à Computação",2010,2,7.1,FALSE
"0698e89a9f580e43adc2fa6f4b0fdc31",1109035,"Álgebra Vetorial e Geometria Analítica",2010,2,1.6,FALSE
"b6eb79fe39c985a243dda421d96f0017",1109035,"Álgebra Vetorial e Geometria Analítica",2011,1,8,FALSE
"b6eb79fe39c985a243dda421d96f0017",1109103,"Cálculo Diferencial e Integral I",2011,1,7.9,FALSE
"b6eb79fe39c985a243dda421d96f0017",1411174,"Introdução à Computação",2011,1,9.2,FALSE
"b6eb79fe39c985a243dda421d96f0017",1411167,"Programação I",2011,1,7,FALSE
"b6eb79fe39c985a243dda421d96f0017",1411180,"Laboratório de Programação I",2011,1,6.7,FALSE
"b6eb79fe39c985a243dda421d96f0017",1307151,"Leitura e Produção de Textos",2011,1,9.5,FALSE
"6a7d7c0b1eaf076fc6eb267725f9545b",1109035,"Álgebra Vetorial e Geometria Analítica",2011,1,0,FALSE
"6a7d7c0b1eaf076fc6eb267725f9545b",1109103,"Cálculo Diferencial e Integral I",2011,1,0,FALSE
"6a7d7c0b1eaf076fc6eb267725f9545b",1411167,"Programação I",2011,1,7,FALSE
"6a7d7c0b1eaf076fc6eb267725f9545b",1411180,"Laboratório de Programação I",2011,1,7,FALSE
"a519e3089ee741c0e60228316f051d81",1109035,"Álgebra Vetorial e Geometria Analítica",2011,1,10,TRUE
"a519e3089ee741c0e60228316f051d81",1109103,"Cálculo Diferencial e Integral I",2011,1,8.1,TRUE
"a519e3089ee741c0e60228316f051d81",1411167,"Programação I",2011,1,0,TRUE
"a519e3089ee741c0e60228316f051d81",1411174,"Introdução à Computação",2011,1,0,TRUE
"a519e3089ee741c0e60228316f051d81",1411180,"Laboratório de Programação I",2011,1,0.7,TRUE
"0deb8102893964707228b0de6ad5e8e3",1109035,"Álgebra Vetorial e Geometria Analítica",2011,1,1.8,FALSE
"0deb8102893964707228b0de6ad5e8e3",1109103,"Cálculo Diferencial e Integral I",2011,1,5.6,FALSE
"0deb8102893964707228b0de6ad5e8e3",1411167,"Programação I",2011,1,7.7,FALSE
"0deb8102893964707228b0de6ad5e8e3",1411174,"Introdução à Computação",2011,1,7.8,FALSE
"e1d8b8c0574744ca69ba1b6cb5cabfe7",1109035,"Álgebra Vetorial e Geometria Analítica",2011,1,8.9,FALSE
"e1d8b8c0574744ca69ba1b6cb5cabfe7",1109103,"Cálculo Diferencial e Integral I",2011,1,7.1,FALSE
"e1d8b8c0574744ca69ba1b6cb5cabfe7",1411167,"Programação I",2011,1,8,FALSE
"e1d8b8c0574744ca69ba1b6cb5cabfe7",1411174,"Introdução à Computação",2011,1,9.3,FALSE
"796994349fb2200c3f346b4cbd4ba2ec",1109035,"Álgebra Vetorial e Geometria Analítica",2011,1,8.8,FALSE
"796994349fb2200c3f346b4cbd4ba2ec",1109103,"Cálculo Diferencial e Integral I",2011,1,8.4,FALSE
"796994349fb2200c3f346b4cbd4ba2ec",1411174,"Introdução à Computação",2011,1,10,FALSE
"4b1a00954312d688f176c8600afefddd",1109035,"Álgebra Vetorial e Geometria Analítica",2011,1,7.7,TRUE
"4b1a00954312d688f176c8600afefddd",1411174,"Introdução à Computação",2011,1,7.9,TRUE
"4b1a00954312d688f176c8600afefddd",1411180,"Laboratório de Programação I",2011,1,7,TRUE
"4b1a00954312d688f176c8600afefddd",1411167,"Programação I",2011,1,7,TRUE
"4f31131c84748a6195afd6c75a91599f",1109035,"Álgebra Vetorial e Geometria Analítica",2011,1,5,FALSE
"4f31131c84748a6195afd6c75a91599f",1411167,"Programação I",2011,1,7,FALSE
"4f31131c84748a6195afd6c75a91599f",1411174,"Introdução à Computação",2011,1,9,FALSE
"4f31131c84748a6195afd6c75a91599f",1411180,"Laboratório de Programação I",2011,1,8.2,FALSE
"4b1a00954312d688f176c8600afefddd",1307151,"Leitura e Produção de Textos",2011,1,9.5,TRUE
"4b1a00954312d688f176c8600afefddd",1109103,"Cálculo Diferencial e Integral I",2011,1,7,TRUE
"950d6a4b8571ab6ec72ea0b4d44bfa57",1109035,"Álgebra Vetorial e Geometria Analítica",2011,1,7.2,FALSE
"950d6a4b8571ab6ec72ea0b4d44bfa57",1411174,"Introdução à Computação",2011,1,8,FALSE
"950d6a4b8571ab6ec72ea0b4d44bfa57",1307151,"Leitura e Produção de Textos",2011,1,8.5,FALSE
"950d6a4b8571ab6ec72ea0b4d44bfa57",1109103,"Cálculo Diferencial e Integral I",2011,1,5.2,FALSE
"950d6a4b8571ab6ec72ea0b4d44bfa57",1411180,"Laboratório de Programação I",2011,1,8.6,FALSE
"950d6a4b8571ab6ec72ea0b4d44bfa57",1411167,"Programação I",2011,1,8.2,FALSE
"4f31131c84748a6195afd6c75a91599f",1307151,"Leitura e Produção de Textos",2011,1,9,FALSE
"4f31131c84748a6195afd6c75a91599f",1109103,"Cálculo Diferencial e Integral I",2011,1,7,FALSE
"f811d1ffbc78a61dfcaa1ca080f8b88f",1411167,"Programação I",2011,1,NA,FALSE
"f811d1ffbc78a61dfcaa1ca080f8b88f",1411174,"Introdução à Computação",2011,1,NA,FALSE
"f811d1ffbc78a61dfcaa1ca080f8b88f",1411180,"Laboratório de Programação I",2011,1,NA,FALSE
"dbe9af1d40b885a4e1593e8f40cb8124",1109035,"Álgebra Vetorial e Geometria Analítica",2011,1,0.2,FALSE
"dbe9af1d40b885a4e1593e8f40cb8124",1109103,"Cálculo Diferencial e Integral I",2011,1,0,FALSE
"dbe9af1d40b885a4e1593e8f40cb8124",1411167,"Programação I",2011,1,3.7,FALSE
"dbe9af1d40b885a4e1593e8f40cb8124",1411174,"Introdução à Computação",2011,1,0,FALSE
"dbe9af1d40b885a4e1593e8f40cb8124",1411180,"Laboratório de Programação I",2011,1,3.4,FALSE
"8f47dc13a79411606b36240b73b53609",1109035,"Álgebra Vetorial e Geometria Analítica",2011,1,6.5,FALSE
"8f47dc13a79411606b36240b73b53609",1109103,"Cálculo Diferencial e Integral I",2011,1,5.3,FALSE
"8f47dc13a79411606b36240b73b53609",1411167,"Programação I",2011,1,8.3,FALSE
"8f47dc13a79411606b36240b73b53609",1411174,"Introdução à Computação",2011,1,9.4,FALSE
"8f47dc13a79411606b36240b73b53609",1411180,"Laboratório de Programação I",2011,1,8.4,FALSE
"143ce68f43ac4989f4d1ba1f452a599a",1109035,"Álgebra Vetorial e Geometria Analítica",2011,1,7.3,FALSE
"143ce68f43ac4989f4d1ba1f452a599a",1109103,"Cálculo Diferencial e Integral I",2011,1,6.1,FALSE
"143ce68f43ac4989f4d1ba1f452a599a",1411167,"Programação I",2011,1,8.8,FALSE
"143ce68f43ac4989f4d1ba1f452a599a",1411174,"Introdução à Computação",2011,1,9.3,FALSE
"143ce68f43ac4989f4d1ba1f452a599a",1411180,"Laboratório de Programação I",2011,1,8.9,FALSE
"6a4305046c96bcb2f9b8fec45fac305d",1109035,"Álgebra Vetorial e Geometria Analítica",2011,1,4,FALSE
"6a4305046c96bcb2f9b8fec45fac305d",1109103,"Cálculo Diferencial e Integral I",2011,1,8.5,FALSE
"6a4305046c96bcb2f9b8fec45fac305d",1411167,"Programação I",2011,1,7.8,FALSE
"6a4305046c96bcb2f9b8fec45fac305d",1411174,"Introdução à Computação",2011,1,8.8,FALSE
"feeec43ad8e1a5e278dc1bb2f85bba9a",1411167,"Programação I",2011,1,7,FALSE
"feeec43ad8e1a5e278dc1bb2f85bba9a",1411180,"Laboratório de Programação I",2011,1,7.5,FALSE
"feeec43ad8e1a5e278dc1bb2f85bba9a",1307151,"Leitura e Produção de Textos",2011,1,7.5,FALSE
"feeec43ad8e1a5e278dc1bb2f85bba9a",1109103,"Cálculo Diferencial e Integral I",2011,1,5.4,FALSE
"05b57f2e3e4f62cb4e3e92b44761ce1a",1307151,"Leitura e Produção de Textos",2011,2,9,FALSE
"22bab2597380ebc3cde17d9aa94c9ac8",1109035,"Álgebra Vetorial e Geometria Analítica",2011,2,5,FALSE
"22bab2597380ebc3cde17d9aa94c9ac8",1109103,"Cálculo Diferencial e Integral I",2011,2,7.4,FALSE
"22bab2597380ebc3cde17d9aa94c9ac8",1411167,"Programação I",2011,2,6.5,FALSE
"22bab2597380ebc3cde17d9aa94c9ac8",1411174,"Introdução à Computação",2011,2,7.3,FALSE
"22bab2597380ebc3cde17d9aa94c9ac8",1411180,"Laboratório de Programação I",2011,2,6.3,FALSE
"22bab2597380ebc3cde17d9aa94c9ac8",1307151,"Leitura e Produção de Textos",2011,2,7.5,FALSE
"872feae1cefb00ecdf33a4ad2464cd66",1109035,"Álgebra Vetorial e Geometria Analítica",2011,1,0,FALSE
"872feae1cefb00ecdf33a4ad2464cd66",1109103,"Cálculo Diferencial e Integral I",2011,1,0,FALSE
"872feae1cefb00ecdf33a4ad2464cd66",1411174,"Introdução à Computação",2011,1,0,FALSE
"0134dc0b387e4dff42a0d2b45423564b",1109035,"Álgebra Vetorial e Geometria Analítica",2011,1,7.8,FALSE
"0134dc0b387e4dff42a0d2b45423564b",1109103,"Cálculo Diferencial e Integral I",2011,1,6.3,FALSE
"0134dc0b387e4dff42a0d2b45423564b",1411167,"Programação I",2011,1,8.3,FALSE
"0134dc0b387e4dff42a0d2b45423564b",1411174,"Introdução à Computação",2011,1,8,FALSE
"0134dc0b387e4dff42a0d2b45423564b",1411180,"Laboratório de Programação I",2011,1,8.4,FALSE
"c57007ae899221ca134e8c316d6f8b3b",1109035,"Álgebra Vetorial e Geometria Analítica",2011,1,7.7,FALSE
"c57007ae899221ca134e8c316d6f8b3b",1109103,"Cálculo Diferencial e Integral I",2011,1,6.1,FALSE
"c57007ae899221ca134e8c316d6f8b3b",1411167,"Programação I",2011,1,8.6,FALSE
"c57007ae899221ca134e8c316d6f8b3b",1411174,"Introdução à Computação",2011,1,8.8,FALSE
"c57007ae899221ca134e8c316d6f8b3b",1411180,"Laboratório de Programação I",2011,1,8.7,FALSE
"1b4b3ffa0d61dbb329bd3b13c787ad45",1109035,"Álgebra Vetorial e Geometria Analítica",2011,1,0,FALSE
"1b4b3ffa0d61dbb329bd3b13c787ad45",1109103,"Cálculo Diferencial e Integral I",2011,1,0,FALSE
"1b4b3ffa0d61dbb329bd3b13c787ad45",1411167,"Programação I",2011,1,0,FALSE
"1b4b3ffa0d61dbb329bd3b13c787ad45",1411174,"Introdução à Computação",2011,1,1.9,FALSE
"feeec43ad8e1a5e278dc1bb2f85bba9a",1411174,"Introdução à Computação",2011,1,NA,FALSE
"83db3929be474f60ddc18c9db296321e",1109103,"Cálculo Diferencial e Integral I",2011,1,5,FALSE
"83db3929be474f60ddc18c9db296321e",1411167,"Programação I",2011,1,5.3,FALSE
"83db3929be474f60ddc18c9db296321e",1411174,"Introdução à Computação",2011,1,7.6,FALSE
"83db3929be474f60ddc18c9db296321e",1109035,"Álgebra Vetorial e Geometria Analítica",2011,1,6.4,FALSE
"b3dd78bb7709449d0dcc0dc9bde978c9",1109035,"Álgebra Vetorial e Geometria Analítica",2011,1,3,FALSE
"b3dd78bb7709449d0dcc0dc9bde978c9",1109103,"Cálculo Diferencial e Integral I",2011,1,2.5,FALSE
"b3dd78bb7709449d0dcc0dc9bde978c9",1411167,"Programação I",2011,1,3.6,FALSE
"b3dd78bb7709449d0dcc0dc9bde978c9",1411174,"Introdução à Computação",2011,1,7.5,FALSE
"3e5174f9e1efcc677fd8e384ca36cfed",1109035,"Álgebra Vetorial e Geometria Analítica",2011,1,NA,FALSE
"3e5174f9e1efcc677fd8e384ca36cfed",1109103,"Cálculo Diferencial e Integral I",2011,1,NA,FALSE
"3e5174f9e1efcc677fd8e384ca36cfed",1411174,"Introdução à Computação",2011,1,NA,FALSE
"1649d9acbda10ed06aad23097ae91fb6",1109035,"Álgebra Vetorial e Geometria Analítica",2011,1,9.6,FALSE
"1649d9acbda10ed06aad23097ae91fb6",1109103,"Cálculo Diferencial e Integral I",2011,1,7.2,FALSE
"1649d9acbda10ed06aad23097ae91fb6",1411167,"Programação I",2011,1,8.9,FALSE
"1649d9acbda10ed06aad23097ae91fb6",1411174,"Introdução à Computação",2011,1,9.9,FALSE
"1649d9acbda10ed06aad23097ae91fb6",1411180,"Laboratório de Programação I",2011,1,9,FALSE
"f16e8eb02c324b48eb64adc851b9c8ef",1411180,"Laboratório de Programação I",2011,1,6.5,FALSE
"4f3a7293581cca183a48c3b40f67f993",1109035,"Álgebra Vetorial e Geometria Analítica",2011,1,6.1,FALSE
"4f3a7293581cca183a48c3b40f67f993",1109103,"Cálculo Diferencial e Integral I",2011,1,5.2,FALSE
"4f3a7293581cca183a48c3b40f67f993",1411167,"Programação I",2011,1,8.2,FALSE
"a3d13bf9cc00d2633c68bbfac9ffd9ac",1109035,"Álgebra Vetorial e Geometria Analítica",2011,2,NA,FALSE
"a3d13bf9cc00d2633c68bbfac9ffd9ac",1109103,"Cálculo Diferencial e Integral I",2011,2,NA,FALSE
"a3d13bf9cc00d2633c68bbfac9ffd9ac",1411167,"Programação I",2011,2,7,FALSE
"8723c6d94ae57d5355e5aeaca1c21ef6",1109035,"Álgebra Vetorial e Geometria Analítica",2011,1,8.7,FALSE
"8723c6d94ae57d5355e5aeaca1c21ef6",1109103,"Cálculo Diferencial e Integral I",2011,1,5.7,FALSE
"8723c6d94ae57d5355e5aeaca1c21ef6",1411167,"Programação I",2011,1,7.3,FALSE
"8723c6d94ae57d5355e5aeaca1c21ef6",1411180,"Laboratório de Programação I",2011,1,7.9,FALSE
"8723c6d94ae57d5355e5aeaca1c21ef6",1307151,"Leitura e Produção de Textos",2011,1,7.9,FALSE
"8723c6d94ae57d5355e5aeaca1c21ef6",1411174,"Introdução à Computação",2011,1,8.4,FALSE
"905bb53af32bf17d9b811780e6b3c96d",1307151,"Leitura e Produção de Textos",2011,1,9,FALSE
"905bb53af32bf17d9b811780e6b3c96d",1109035,"Álgebra Vetorial e Geometria Analítica",2011,1,5,FALSE
"905bb53af32bf17d9b811780e6b3c96d",1411174,"Introdução à Computação",2011,1,6,FALSE
"905bb53af32bf17d9b811780e6b3c96d",1109103,"Cálculo Diferencial e Integral I",2011,1,7,FALSE
"905bb53af32bf17d9b811780e6b3c96d",1411180,"Laboratório de Programação I",2011,1,5.4,FALSE
"905bb53af32bf17d9b811780e6b3c96d",1411167,"Programação I",2011,1,5.9,FALSE
"0bd6f382d3a9d11489330d7c8f9821e8",1109035,"Álgebra Vetorial e Geometria Analítica",2011,1,7.2,FALSE
"0bd6f382d3a9d11489330d7c8f9821e8",1109103,"Cálculo Diferencial e Integral I",2011,1,7.7,FALSE
"04eafead13c0e81d5b03b15aed754f58",1109035,"Álgebra Vetorial e Geometria Analítica",2011,1,5.2,FALSE
"04eafead13c0e81d5b03b15aed754f58",1109103,"Cálculo Diferencial e Integral I",2011,1,2,FALSE
"04eafead13c0e81d5b03b15aed754f58",1411167,"Programação I",2011,1,6.5,FALSE
"04eafead13c0e81d5b03b15aed754f58",1411174,"Introdução à Computação",2011,1,7.1,FALSE
"04eafead13c0e81d5b03b15aed754f58",1411180,"Laboratório de Programação I",2011,1,6.5,FALSE
"a15063fddc13c6730e32f329b0759aad",1109035,"Álgebra Vetorial e Geometria Analítica",2011,1,7.2,FALSE
"a15063fddc13c6730e32f329b0759aad",1109103,"Cálculo Diferencial e Integral I",2011,1,6.1,FALSE
"a15063fddc13c6730e32f329b0759aad",1411167,"Programação I",2011,1,7,FALSE
"a15063fddc13c6730e32f329b0759aad",1411174,"Introdução à Computação",2011,1,8,FALSE
"a15063fddc13c6730e32f329b0759aad",1411180,"Laboratório de Programação I",2011,1,7,FALSE
"b04c50c15731133686f603ffa4051c73",1109035,"Álgebra Vetorial e Geometria Analítica",2011,2,5.9,FALSE
"b04c50c15731133686f603ffa4051c73",1109103,"Cálculo Diferencial e Integral I",2011,2,5.1,FALSE
"b04c50c15731133686f603ffa4051c73",1411167,"Programação I",2011,2,7.8,FALSE
"b04c50c15731133686f603ffa4051c73",1411174,"Introdução à Computação",2011,2,7.8,FALSE
"b04c50c15731133686f603ffa4051c73",1411180,"Laboratório de Programação I",2011,2,8.6,FALSE
"b04c50c15731133686f603ffa4051c73",1307151,"Leitura e Produção de Textos",2011,2,7.5,FALSE
"f01943c570d808eccd1cc54408ee9fe4",1109035,"Álgebra Vetorial e Geometria Analítica",2011,2,5.4,FALSE
"f01943c570d808eccd1cc54408ee9fe4",1109103,"Cálculo Diferencial e Integral I",2011,2,7,FALSE
"f01943c570d808eccd1cc54408ee9fe4",1411167,"Programação I",2011,2,7,FALSE
